case_id,activity,timestamp,owner,detail,amount_inr,entity,po_present,grn_present,exception_type,invoice_status
AP-2040,Payment ready,2026-06-09T14:00:00,AP controller,Returned to normal payment queue,560000,Asteron GCC,Yes,Yes,None,Payment ready
AP-2041,Invoice received,2026-06-06T15:00:00,AP intake,Invoice received from Nova Components,95000,Asteron India,Yes,Yes,None,Open
AP-2041,PO missing review,2026-06-06T21:00:00,AP analyst,Invoice missing PO reference,95000,Asteron India,No,Yes,Missing PO,Exception
AP-2041,PO exception routed,2026-06-07T13:00:00,Procurement,Buyer asked to create or validate PO,95000,Asteron India,No,Yes,Missing PO,Exception
AP-2041,PO confirmed,2026-06-08T07:00:00,Procurement,Backdated PO validated for exception policy,95000,Asteron India,Yes,Yes,Missing PO,Exception
AP-2041,Three-way match,2026-06-08T15:00:00,AP analyst,PO now available and matched,95000,Asteron India,Yes,Yes,None,Open
AP-2041,Approval requested,2026-06-08T21:00:00,Workflow,Approval started after PO resolution,95000,Asteron India,Yes,Yes,None,Pending approval
AP-2041,Approved,2026-06-09T08:00:00,Budget owner,Approved after PO remediation,95000,Asteron India,Yes,Yes,None,Approved
AP-2041,Payment ready,2026-06-09T17:00:00,AP controller,Returned to normal payment queue,95000,Asteron India,Yes,Yes,None,Payment ready
AP-2042,Invoice received,2026-06-06T18:00:00,AP intake,Invoice received from Harbor Logistics,265000,Asteron UK,Yes,Yes,None,Open
AP-2042,PO missing review,2026-06-07T00:00:00,AP analyst,Invoice missing PO reference,265000,Asteron UK,No,Yes,Missing PO,Exception
AP-2042,PO exception routed,2026-06-07T16:00:00,Procurement,Buyer asked to create or validate PO,265000,Asteron UK,No,Yes,Missing PO,Exception
AP-2042,PO confirmed,2026-06-08T10:00:00,Procurement,Backdated PO validated for exception policy,265000,Asteron UK,Yes,Yes,Missing PO,Exception
AP-2042,Three-way match,2026-06-08T18:00:00,AP analyst,PO now available and matched,265000,Asteron UK,Yes,Yes,None,Open
AP-2042,Approval requested,2026-06-09T00:00:00,Workflow,Approval started after PO resolution,265000,Asteron UK,Yes,Yes,None,Pending approval
AP-2042,Approved,2026-06-09T11:00:00,Budget owner,Approved after PO remediation,265000,Asteron UK,Yes,Yes,None,Approved
AP-2042,Payment ready,2026-06-09T20:00:00,AP controller,Returned to normal payment queue,265000,Asteron UK,Yes,Yes,None,Payment ready
AP-2043,Invoice received,2026-06-06T21:00:00,AP intake,Invoice received from Maple Industrial,560000,Asteron GCC,Yes,Yes,None,Open
AP-2043,PO missing review,2026-06-07T03:00:00,AP analyst,Invoice missing PO reference,560000,Asteron GCC,No,Yes,Missing PO,Exception
AP-2043,PO exception routed,2026-06-07T19:00:00,Procurement,Buyer asked to create or validate PO,560000,Asteron GCC,No,Yes,Missing PO,Exception
AP-2043,PO confirmed,2026-06-08T13:00:00,Procurement,Backdated PO validated for exception policy,560000,Asteron GCC,Yes,Yes,Missing PO,Exception
AP-2043,Three-way match,2026-06-08T21:00:00,AP analyst,PO now available and matched,560000,Asteron GCC,Yes,Yes,None,Open
AP-2043,Approval requested,2026-06-09T03:00:00,Workflow,Approval started after PO resolution,560000,Asteron GCC,Yes,Yes,None,Pending approval
AP-2043,Approved,2026-06-09T14:00:00,Budget owner,Approved after PO remediation,560000,Asteron GCC,Yes,Yes,None,Approved
AP-2043,Payment ready,2026-06-09T23:00:00,AP controller,Returned to normal payment queue,560000,Asteron GCC,Yes,Yes,None,Payment ready
AP-2044,Invoice received,2026-06-07T00:00:00,AP intake,Invoice received from Zenith Services,95000,Asteron India,Yes,Yes,None,Open
AP-2044,PO missing review,2026-06-07T06:00:00,AP analyst,Invoice missing PO reference,95000,Asteron India,No,Yes,Missing PO,Exception
AP-2044,PO exception routed,2026-06-07T22:00:00,Procurement,Buyer asked to create or validate PO,95000,Asteron India,No,Yes,Missing PO,Exception
AP-2044,PO confirmed,2026-06-08T16:00:00,Procurement,Backdated PO validated for exception policy,95000,Asteron India,Yes,Yes,Missing PO,Exception
AP-2044,Three-way match,2026-06-09T00:00:00,AP analyst,PO now available and matched,95000,Asteron India,Yes,Yes,None,Open
AP-2044,Approval requested,2026-06-09T06:00:00,Workflow,Approval started after PO resolution,95000,Asteron India,Yes,Yes,None,Pending approval
AP-2044,Approved,2026-06-09T17:00:00,Budget owner,Approved after PO remediation,95000,Asteron India,Yes,Yes,None,Approved
AP-2044,Payment ready,2026-06-10T02:00:00,AP controller,Returned to normal payment queue,95000,Asteron India,Yes,Yes,None,Payment ready
AP-2045,Invoice received,2026-06-07T03:00:00,AP intake,Invoice received from BluePeak Systems,265000,Asteron UK,Yes,Yes,None,Open
AP-2045,PO missing review,2026-06-07T09:00:00,AP analyst,Invoice missing PO reference,265000,Asteron UK,No,Yes,Missing PO,Exception
AP-2045,PO exception routed,2026-06-08T01:00:00,Procurement,Buyer asked to create or validate PO,265000,Asteron UK,No,Yes,Missing PO,Exception
AP-2045,PO confirmed,2026-06-08T19:00:00,Procurement,Backdated PO validated for exception policy,265000,Asteron UK,Yes,Yes,Missing PO,Exception
AP-2045,Three-way match,2026-06-09T03:00:00,AP analyst,PO now available and matched,265000,Asteron UK,Yes,Yes,None,Open
AP-2045,Approval requested,2026-06-09T09:00:00,Workflow,Approval started after PO resolution,265000,Asteron UK,Yes,Yes,None,Pending approval
AP-2045,Approved,2026-06-09T20:00:00,Budget owner,Approved after PO remediation,265000,Asteron UK,Yes,Yes,None,Approved
AP-2045,Payment ready,2026-06-10T05:00:00,AP controller,Returned to normal payment queue,265000,Asteron UK,Yes,Yes,None,Payment ready
AP-2046,Invoice received,2026-06-07T06:00:00,AP intake,Invoice received from Nova Components,560000,Asteron GCC,Yes,Yes,None,Open
AP-2046,PO missing review,2026-06-07T12:00:00,AP analyst,Invoice missing PO reference,560000,Asteron GCC,No,Yes,Missing PO,Exception
AP-2046,PO exception routed,2026-06-08T04:00:00,Procurement,Buyer asked to create or validate PO,560000,Asteron GCC,No,Yes,Missing PO,Exception
AP-2046,PO confirmed,2026-06-08T22:00:00,Procurement,Backdated PO validated for exception policy,560000,Asteron GCC,Yes,Yes,Missing PO,Exception
AP-2046,Three-way match,2026-06-09T06:00:00,AP analyst,PO now available and matched,560000,Asteron GCC,Yes,Yes,None,Open
AP-2046,Approval requested,2026-06-09T12:00:00,Workflow,Approval started after PO resolution,560000,Asteron GCC,Yes,Yes,None,Pending approval
AP-2046,Approved,2026-06-09T23:00:00,Budget owner,Approved after PO remediation,560000,Asteron GCC,Yes,Yes,None,Approved
AP-2046,Payment ready,2026-06-10T08:00:00,AP controller,Returned to normal payment queue,560000,Asteron GCC,Yes,Yes,None,Payment ready
AP-2047,Invoice received,2026-06-07T09:00:00,AP intake,Invoice received from Harbor Logistics,95000,Asteron India,Yes,Yes,None,Open
AP-2047,PO missing review,2026-06-07T15:00:00,AP analyst,Invoice missing PO reference,95000,Asteron India,No,Yes,Missing PO,Exception
AP-2047,PO exception routed,2026-06-08T07:00:00,Procurement,Buyer asked to create or validate PO,95000,Asteron India,No,Yes,Missing PO,Exception
AP-2047,PO confirmed,2026-06-09T01:00:00,Procurement,Backdated PO validated for exception policy,95000,Asteron India,Yes,Yes,Missing PO,Exception
AP-2047,Three-way match,2026-06-09T09:00:00,AP analyst,PO now available and matched,95000,Asteron India,Yes,Yes,None,Open
AP-2047,Approval requested,2026-06-09T15:00:00,Workflow,Approval started after PO resolution,95000,Asteron India,Yes,Yes,None,Pending approval
AP-2047,Approved,2026-06-10T02:00:00,Budget owner,Approved after PO remediation,95000,Asteron India,Yes,Yes,None,Approved
AP-2047,Payment ready,2026-06-10T11:00:00,AP controller,Returned to normal payment queue,95000,Asteron India,Yes,Yes,None,Payment ready
AP-2048,Invoice received,2026-06-07T12:00:00,AP intake,Invoice received from Maple Industrial,265000,Asteron UK,Yes,Yes,None,Open
AP-2048,PO missing review,2026-06-07T18:00:00,AP analyst,Invoice missing PO reference,265000,Asteron UK,No,Yes,Missing PO,Exception
AP-2048,PO exception routed,2026-06-08T10:00:00,Procurement,Buyer asked to create or validate PO,265000,Asteron UK,No,Yes,Missing PO,Exception
AP-2048,PO confirmed,2026-06-09T04:00:00,Procurement,Backdated PO validated for exception policy,265000,Asteron UK,Yes,Yes,Missing PO,Exception
AP-2048,Three-way match,2026-06-09T12:00:00,AP analyst,PO now available and matched,265000,Asteron UK,Yes,Yes,None,Open
AP-2048,Approval requested,2026-06-09T18:00:00,Workflow,Approval started after PO resolution,265000,Asteron UK,Yes,Yes,None,Pending approval
AP-2048,Approved,2026-06-10T05:00:00,Budget owner,Approved after PO remediation,265000,Asteron UK,Yes,Yes,None,Approved
AP-2048,Payment ready,2026-06-10T14:00:00,AP controller,Returned to normal payment queue,265000,Asteron UK,Yes,Yes,None,Payment ready
AP-2049,Invoice received,2026-06-07T15:00:00,AP intake,Invoice received from Zenith Services,560000,Asteron GCC,Yes,Yes,None,Open
AP-2049,PO missing review,2026-06-07T21:00:00,AP analyst,Invoice missing PO reference,560000,Asteron GCC,No,Yes,Missing PO,Exception
AP-2049,PO exception routed,2026-06-08T13:00:00,Procurement,Buyer asked to create or validate PO,560000,Asteron GCC,No,Yes,Missing PO,Exception
AP-2049,PO confirmed,2026-06-09T07:00:00,Procurement,Backdated PO validated for exception policy,560000,Asteron GCC,Yes,Yes,Missing PO,Exception
AP-2049,Three-way match,2026-06-09T15:00:00,AP analyst,PO now available and matched,560000,Asteron GCC,Yes,Yes,None,Open
AP-2049,Approval requested,2026-06-09T21:00:00,Workflow,Approval started after PO resolution,560000,Asteron GCC,Yes,Yes,None,Pending approval
AP-2049,Approved,2026-06-10T08:00:00,Budget owner,Approved after PO remediation,560000,Asteron GCC,Yes,Yes,None,Approved
AP-2049,Payment ready,2026-06-10T17:00:00,AP controller,Returned to normal payment queue,560000,Asteron GCC,Yes,Yes,None,Payment ready
AP-2050,Invoice received,2026-06-07T18:00:00,AP intake,Invoice received from BluePeak Systems,95000,Asteron India,Yes,Yes,None,Open
AP-2050,PO missing review,2026-06-08T00:00:00,AP analyst,Invoice missing PO reference,95000,Asteron India,No,Yes,Missing PO,Exception
AP-2050,PO exception routed,2026-06-08T16:00:00,Procurement,Buyer asked to create or validate PO,95000,Asteron India,No,Yes,Missing PO,Exception
AP-2050,PO confirmed,2026-06-09T10:00:00,Procurement,Backdated PO validated for exception policy,95000,Asteron India,Yes,Yes,Missing PO,Exception
AP-2050,Three-way match,2026-06-09T18:00:00,AP analyst,PO now available and matched,95000,Asteron India,Yes,Yes,None,Open
AP-2050,Approval requested,2026-06-10T00:00:00,Workflow,Approval started after PO resolution,95000,Asteron India,Yes,Yes,None,Pending approval
AP-2050,Approved,2026-06-10T11:00:00,Budget owner,Approved after PO remediation,95000,Asteron India,Yes,Yes,None,Approved
AP-2050,Payment ready,2026-06-10T20:00:00,AP controller,Returned to normal payment queue,95000,Asteron India,Yes,Yes,None,Payment ready
AP-2051,Invoice received,2026-06-07T21:00:00,AP intake,Invoice received from Nova Components,265000,Asteron UK,Yes,Yes,None,Open
AP-2051,PO missing review,2026-06-08T03:00:00,AP analyst,Invoice missing PO reference,265000,Asteron UK,No,Yes,Missing PO,Exception
AP-2051,PO exception routed,2026-06-08T19:00:00,Procurement,Buyer asked to create or validate PO,265000,Asteron UK,No,Yes,Missing PO,Exception
AP-2051,PO confirmed,2026-06-09T13:00:00,Procurement,Backdated PO validated for exception policy,265000,Asteron UK,Yes,Yes,Missing PO,Exception
AP-2051,Three-way match,2026-06-09T21:00:00,AP analyst,PO now available and matched,265000,Asteron UK,Yes,Yes,None,Open
AP-2051,Approval requested,2026-06-10T03:00:00,Workflow,Approval started after PO resolution,265000,Asteron UK,Yes,Yes,None,Pending approval
AP-2051,Approved,2026-06-10T14:00:00,Budget owner,Approved after PO remediation,265000,Asteron UK,Yes,Yes,None,Approved
AP-2051,Payment ready,2026-06-10T23:00:00,AP controller,Returned to normal payment queue,265000,Asteron UK,Yes,Yes,None,Payment ready
AP-2052,Invoice received,2026-06-08T00:00:00,AP intake,Invoice received from Harbor Logistics,560000,Asteron GCC,Yes,Yes,None,Open
AP-2052,PO missing review,2026-06-08T06:00:00,AP analyst,Invoice missing PO reference,560000,Asteron GCC,No,Yes,Missing PO,Exception
AP-2052,PO exception routed,2026-06-08T22:00:00,Procurement,Buyer asked to create or validate PO,560000,Asteron GCC,No,Yes,Missing PO,Exception
AP-2052,PO confirmed,2026-06-09T16:00:00,Procurement,Backdated PO validated for exception policy,560000,Asteron GCC,Yes,Yes,Missing PO,Exception
AP-2052,Three-way match,2026-06-10T00:00:00,AP analyst,PO now available and matched,560000,Asteron GCC,Yes,Yes,None,Open
AP-2052,Approval requested,2026-06-10T06:00:00,Workflow,Approval started after PO resolution,560000,Asteron GCC,Yes,Yes,None,Pending approval
AP-2052,Approved,2026-06-10T17:00:00,Budget owner,Approved after PO remediation,560000,Asteron GCC,Yes,Yes,None,Approved
AP-2052,Payment ready,2026-06-11T02:00:00,AP controller,Returned to normal payment queue,560000,Asteron GCC,Yes,Yes,None,Payment ready
AP-2053,Invoice received,2026-06-08T03:00:00,AP intake,Invoice received from BluePeak Systems,265000,Asteron UK,Yes,Yes,None,Open
AP-2053,Three-way match,2026-06-08T09:00:00,AP analyst,PO found but GRN missing,265000,Asteron UK,Yes,No,Missing GRN,Exception
AP-2053,GRN chase,2026-06-09T05:00:00,Operations,Receiving team asked to post GRN,265000,Asteron UK,Yes,No,Missing GRN,Exception
AP-2053,GRN posted,2026-06-10T03:00:00,Operations,Goods receipt posted after follow-up,265000,Asteron UK,Yes,Yes,Missing GRN,Exception
AP-2053,Approval requested,2026-06-10T09:00:00,Workflow,Approval triggered once GRN available,265000,Asteron UK,Yes,Yes,None,Pending approval
AP-2053,Approved,2026-06-10T21:00:00,Budget owner,Approved after receiving evidence,265000,Asteron UK,Yes,Yes,None,Approved
AP-2053,Payment ready,2026-06-11T05:00:00,AP controller,Released for payment,265000,Asteron UK,Yes,Yes,None,Payment ready
AP-2054,Invoice received,2026-06-08T06:00:00,AP intake,Invoice received from Nova Components,560000,Asteron GCC,Yes,Yes,None,Open
AP-2054,Three-way match,2026-06-08T12:00:00,AP analyst,PO found but GRN missing,560000,Asteron GCC,Yes,No,Missing GRN,Exception
AP-2054,GRN chase,2026-06-09T08:00:00,Operations,Receiving team asked to post GRN,560000,Asteron GCC,Yes,No,Missing GRN,Exception
AP-2054,GRN posted,2026-06-10T06:00:00,Operations,Goods receipt posted after follow-up,560000,Asteron GCC,Yes,Yes,Missing GRN,Exception
AP-2054,Approval requested,2026-06-10T12:00:00,Workflow,Approval triggered once GRN available,560000,Asteron GCC,Yes,Yes,None,Pending approval
AP-2054,Approved,2026-06-11T00:00:00,Budget owner,Approved after receiving evidence,560000,Asteron GCC,Yes,Yes,None,Approved
AP-2054,Payment ready,2026-06-11T08:00:00,AP controller,Released for payment,560000,Asteron GCC,Yes,Yes,None,Payment ready
AP-2055,Invoice received,2026-06-08T09:00:00,AP intake,Invoice received from Harbor Logistics,95000,Asteron India,Yes,Yes,None,Open
AP-2055,Three-way match,2026-06-08T15:00:00,AP analyst,PO found but GRN missing,95000,Asteron India,Yes,No,Missing GRN,Exception
AP-2055,GRN chase,2026-06-09T11:00:00,Operations,Receiving team asked to post GRN,95000,Asteron India,Yes,No,Missing GRN,Exception
AP-2055,GRN posted,2026-06-10T09:00:00,Operations,Goods receipt posted after follow-up,95000,Asteron India,Yes,Yes,Missing GRN,Exception
AP-2055,Approval requested,2026-06-10T15:00:00,Workflow,Approval triggered once GRN available,95000,Asteron India,Yes,Yes,None,Pending approval
AP-2055,Approved,2026-06-11T03:00:00,Budget owner,Approved after receiving evidence,95000,Asteron India,Yes,Yes,None,Approved
AP-2055,Payment ready,2026-06-11T11:00:00,AP controller,Released for payment,95000,Asteron India,Yes,Yes,None,Payment ready
AP-2056,Invoice received,2026-06-08T12:00:00,AP intake,Invoice received from Maple Industrial,265000,Asteron UK,Yes,Yes,None,Open
AP-2056,Three-way match,2026-06-08T18:00:00,AP analyst,PO found but GRN missing,265000,Asteron UK,Yes,No,Missing GRN,Exception
AP-2056,GRN chase,2026-06-09T14:00:00,Operations,Receiving team asked to post GRN,265000,Asteron UK,Yes,No,Missing GRN,Exception
AP-2056,GRN posted,2026-06-10T12:00:00,Operations,Goods receipt posted after follow-up,265000,Asteron UK,Yes,Yes,Missing GRN,Exception
AP-2056,Approval requested,2026-06-10T18:00:00,Workflow,Approval triggered once GRN available,265000,Asteron UK,Yes,Yes,None,Pending approval
AP-2056,Approved,2026-06-11T06:00:00,Budget owner,Approved after receiving evidence,265000,Asteron UK,Yes,Yes,None,Approved
AP-2056,Payment ready,2026-06-11T14:00:00,AP controller,Released for payment,265000,Asteron UK,Yes,Yes,None,Payment ready
AP-2057,Invoice received,2026-06-08T15:00:00,AP intake,Invoice received from Zenith Services,560000,Asteron GCC,Yes,Yes,None,Open
AP-2057,Three-way match,2026-06-08T21:00:00,AP analyst,PO found but GRN missing,560000,Asteron GCC,Yes,No,Missing GRN,Exception
AP-2057,GRN chase,2026-06-09T17:00:00,Operations,Receiving team asked to post GRN,560000,Asteron GCC,Yes,No,Missing GRN,Exception
AP-2057,GRN posted,2026-06-10T15:00:00,Operations,Goods receipt posted after follow-up,560000,Asteron GCC,Yes,Yes,Missing GRN,Exception
AP-2057,Approval requested,2026-06-10T21:00:00,Workflow,Approval triggered once GRN available,560000,Asteron GCC,Yes,Yes,None,Pending approval
AP-2057,Approved,2026-06-11T09:00:00,Budget owner,Approved after receiving evidence,560000,Asteron GCC,Yes,Yes,None,Approved
AP-2057,Payment ready,2026-06-11T17:00:00,AP controller,Released for payment,560000,Asteron GCC,Yes,Yes,None,Payment ready
AP-2058,Invoice received,2026-06-08T18:00:00,AP intake,Invoice received from BluePeak Systems,95000,Asteron India,Yes,Yes,None,Open
AP-2058,Three-way match,2026-06-09T00:00:00,AP analyst,PO found but GRN missing,95000,Asteron India,Yes,No,Missing GRN,Exception
AP-2058,GRN chase,2026-06-09T20:00:00,Operations,Receiving team asked to post GRN,95000,Asteron India,Yes,No,Missing GRN,Exception
AP-2058,GRN posted,2026-06-10T18:00:00,Operations,Goods receipt posted after follow-up,95000,Asteron India,Yes,Yes,Missing GRN,Exception
AP-2058,Approval requested,2026-06-11T00:00:00,Workflow,Approval triggered once GRN available,95000,Asteron India,Yes,Yes,None,Pending approval
AP-2058,Approved,2026-06-11T12:00:00,Budget owner,Approved after receiving evidence,95000,Asteron India,Yes,Yes,None,Approved
AP-2058,Payment ready,2026-06-11T20:00:00,AP controller,Released for payment,95000,Asteron India,Yes,Yes,None,Payment ready
AP-2059,Invoice received,2026-06-08T21:00:00,AP intake,Invoice received from Nova Components,265000,Asteron UK,Yes,Yes,None,Open
AP-2059,Three-way match,2026-06-09T03:00:00,AP analyst,PO found but GRN missing,265000,Asteron UK,Yes,No,Missing GRN,Exception
AP-2059,GRN chase,2026-06-09T23:00:00,Operations,Receiving team asked to post GRN,265000,Asteron UK,Yes,No,Missing GRN,Exception
AP-2059,GRN posted,2026-06-10T21:00:00,Operations,Goods receipt posted after follow-up,265000,Asteron UK,Yes,Yes,Missing GRN,Exception
AP-2059,Approval requested,2026-06-11T03:00:00,Workflow,Approval triggered once GRN available,265000,Asteron UK,Yes,Yes,None,Pending approval
AP-2059,Approved,2026-06-11T15:00:00,Budget owner,Approved after receiving evidence,265000,Asteron UK,Yes,Yes,None,Approved
AP-2059,Payment ready,2026-06-11T23:00:00,AP controller,Released for payment,265000,Asteron UK,Yes,Yes,None,Payment ready
AP-2060,Invoice received,2026-06-09T00:00:00,AP intake,Invoice received from Harbor Logistics,560000,Asteron GCC,Yes,Yes,None,Open
AP-2060,Three-way match,2026-06-09T06:00:00,AP analyst,PO found but GRN missing,560000,Asteron GCC,Yes,No,Missing GRN,Exception
AP-2060,GRN chase,2026-06-10T02:00:00,Operations,Receiving team asked to post GRN,560000,Asteron GCC,Yes,No,Missing GRN,Exception
AP-2060,GRN posted,2026-06-11T00:00:00,Operations,Goods receipt posted after follow-up,560000,Asteron GCC,Yes,Yes,Missing GRN,Exception
AP-2060,Approval requested,2026-06-11T06:00:00,Workflow,Approval triggered once GRN available,560000,Asteron GCC,Yes,Yes,None,Pending approval
AP-2060,Approved,2026-06-11T18:00:00,Budget owner,Approved after receiving evidence,560000,Asteron GCC,Yes,Yes,None,Approved
AP-2060,Payment ready,2026-06-12T02:00:00,AP controller,Released for payment,560000,Asteron GCC,Yes,Yes,None,Payment ready
AP-2061,Invoice received,2026-06-09T03:00:00,AP intake,Invoice received from Maple Industrial,95000,Asteron India,Yes,Yes,None,Open
AP-2061,Three-way match,2026-06-09T09:00:00,AP analyst,PO found but GRN missing,95000,Asteron India,Yes,No,Missing GRN,Exception
AP-2061,GRN chase,2026-06-10T05:00:00,Operations,Receiving team asked to post GRN,95000,Asteron India,Yes,No,Missing GRN,Exception
AP-2061,GRN posted,2026-06-11T03:00:00,Operations,Goods receipt posted after follow-up,95000,Asteron India,Yes,Yes,Missing GRN,Exception
AP-2061,Approval requested,2026-06-11T09:00:00,Workflow,Approval triggered once GRN available,95000,Asteron India,Yes,Yes,None,Pending approval
AP-2061,Approved,2026-06-11T21:00:00,Budget owner,Approved after receiving evidence,95000,Asteron India,Yes,Yes,None,Approved
AP-2061,Payment ready,2026-06-12T05:00:00,AP controller,Released for payment,95000,Asteron India,Yes,Yes,None,Payment ready
AP-2062,Invoice received,2026-06-09T06:00:00,AP intake,Invoice received from Zenith Services,265000,Asteron UK,Yes,Yes,None,Open
AP-2062,Three-way match,2026-06-09T12:00:00,AP analyst,PO found but GRN missing,265000,Asteron UK,Yes,No,Missing GRN,Exception
AP-2062,GRN chase,2026-06-10T08:00:00,Operations,Receiving team asked to post GRN,265000,Asteron UK,Yes,No,Missing GRN,Exception
AP-2062,GRN posted,2026-06-11T06:00:00,Operations,Goods receipt posted after follow-up,265000,Asteron UK,Yes,Yes,Missing GRN,Exception
AP-2062,Approval requested,2026-06-11T12:00:00,Workflow,Approval triggered once GRN available,265000,Asteron UK,Yes,Yes,None,Pending approval
AP-2062,Approved,2026-06-12T00:00:00,Budget owner,Approved after receiving evidence,265000,Asteron UK,Yes,Yes,None,Approved
AP-2062,Payment ready,2026-06-12T08:00:00,AP controller,Released for payment,265000,Asteron UK,Yes,Yes,None,Payment ready
AP-2063,Invoice received,2026-06-09T09:00:00,AP intake,Invoice received from BluePeak Systems,560000,Asteron GCC,Yes,Yes,None,Open
AP-2063,Three-way match,2026-06-09T15:00:00,AP analyst,PO found but GRN missing,560000,Asteron GCC,Yes,No,Missing GRN,Exception
AP-2063,GRN chase,2026-06-10T11:00:00,Operations,Receiving team asked to post GRN,560000,Asteron GCC,Yes,No,Missing GRN,Exception
AP-2063,GRN posted,2026-06-11T09:00:00,Operations,Goods receipt posted after follow-up,560000,Asteron GCC,Yes,Yes,Missing GRN,Exception
AP-2063,Approval requested,2026-06-11T15:00:00,Workflow,Approval triggered once GRN available,560000,Asteron GCC,Yes,Yes,None,Pending approval
AP-2063,Approved,2026-06-12T03:00:00,Budget owner,Approved after receiving evidence,560000,Asteron GCC,Yes,Yes,None,Approved
AP-2063,Payment ready,2026-06-12T11:00:00,AP controller,Released for payment,560000,Asteron GCC,Yes,Yes,None,Payment ready
AP-2064,Invoice received,2026-06-09T12:00:00,AP intake,Invoice received from Nova Components,95000,Asteron India,Yes,Yes,None,Open
AP-2064,Three-way match,2026-06-09T18:00:00,AP analyst,PO found but GRN missing,95000,Asteron India,Yes,No,Missing GRN,Exception
AP-2064,GRN chase,2026-06-10T14:00:00,Operations,Receiving team asked to post GRN,95000,Asteron India,Yes,No,Missing GRN,Exception
AP-2064,GRN posted,2026-06-11T12:00:00,Operations,Goods receipt posted after follow-up,95000,Asteron India,Yes,Yes,Missing GRN,Exception
AP-2064,Approval requested,2026-06-11T18:00:00,Workflow,Approval triggered once GRN available,95000,Asteron India,Yes,Yes,None,Pending approval
AP-2064,Approved,2026-06-12T06:00:00,Budget owner,Approved after receiving evidence,95000,Asteron India,Yes,Yes,None,Approved
AP-2064,Payment ready,2026-06-12T14:00:00,AP controller,Released for payment,95000,Asteron India,Yes,Yes,None,Payment ready
AP-2065,Invoice received,2026-06-09T15:00:00,AP intake,Invoice received from Harbor Logistics,265000,Asteron UK,Yes,Yes,None,Open
AP-2065,Three-way match,2026-06-09T21:00:00,AP analyst,PO found but GRN missing,265000,Asteron UK,Yes,No,Missing GRN,Exception
AP-2065,GRN chase,2026-06-10T17:00:00,Operations,Receiving team asked to post GRN,265000,Asteron UK,Yes,No,Missing GRN,Exception
AP-2065,GRN posted,2026-06-11T15:00:00,Operations,Goods receipt posted after follow-up,265000,Asteron UK,Yes,Yes,Missing GRN,Exception
AP-2065,Approval requested,2026-06-11T21:00:00,Workflow,Approval triggered once GRN available,265000,Asteron UK,Yes,Yes,None,Pending approval
AP-2065,Approved,2026-06-12T09:00:00,Budget owner,Approved after receiving evidence,265000,Asteron UK,Yes,Yes,None,Approved
AP-2065,Payment ready,2026-06-12T17:00:00,AP controller,Released for payment,265000,Asteron UK,Yes,Yes,None,Payment ready
AP-2066,Invoice received,2026-06-09T18:00:00,AP intake,Invoice received from Maple Industrial,560000,Asteron GCC,Yes,Yes,None,Open
AP-2066,Three-way match,2026-06-10T00:00:00,AP analyst,PO found but GRN missing,560000,Asteron GCC,Yes,No,Missing GRN,Exception
AP-2066,GRN chase,2026-06-10T20:00:00,Operations,Receiving team asked to post GRN,560000,Asteron GCC,Yes,No,Missing GRN,Exception
AP-2066,GRN posted,2026-06-11T18:00:00,Operations,Goods receipt posted after follow-up,560000,Asteron GCC,Yes,Yes,Missing GRN,Exception
AP-2066,Approval requested,2026-06-12T00:00:00,Workflow,Approval triggered once GRN available,560000,Asteron GCC,Yes,Yes,None,Pending approval
AP-2066,Approved,2026-06-12T12:00:00,Budget owner,Approved after receiving evidence,560000,Asteron GCC,Yes,Yes,None,Approved
AP-2066,Payment ready,2026-06-12T20:00:00,AP controller,Released for payment,560000,Asteron GCC,Yes,Yes,None,Payment ready
AP-2067,Invoice received,2026-06-09T21:00:00,AP intake,Invoice received from Harbor Logistics,560000,Asteron GCC,Yes,Yes,None,Open
AP-2067,Duplicate review,2026-06-10T02:00:00,AP analyst,Possible duplicate invoice detected,560000,Asteron GCC,Yes,Yes,Duplicate review,Exception
AP-2067,Duplicate review reopened,2026-06-10T20:00:00,Controller,Supporting evidence inconclusive on first pass,560000,Asteron GCC,Yes,Yes,Duplicate review,Exception
AP-2067,Duplicate cleared,2026-06-11T10:00:00,Controller,Confirmed invoice is valid single claim,560000,Asteron GCC,Yes,Yes,Duplicate review,Exception
AP-2067,Three-way match,2026-06-11T17:00:00,AP analyst,Match completed after duplicate clearance,560000,Asteron GCC,Yes,Yes,None,Open
AP-2067,Approval requested,2026-06-11T23:00:00,Workflow,Approval requested post-review,560000,Asteron GCC,Yes,Yes,None,Pending approval
AP-2067,Approved,2026-06-12T08:00:00,Budget owner,Approved after duplicate clearance,560000,Asteron GCC,Yes,Yes,None,Approved
AP-2067,Payment ready,2026-06-12T16:00:00,AP controller,Returned to payment queue,560000,Asteron GCC,Yes,Yes,None,Payment ready
AP-2068,Invoice received,2026-06-10T00:00:00,AP intake,Invoice received from Maple Industrial,95000,Asteron India,Yes,Yes,None,Open
AP-2068,Duplicate review,2026-06-10T05:00:00,AP analyst,Possible duplicate invoice detected,95000,Asteron India,Yes,Yes,Duplicate review,Exception
AP-2068,Duplicate review reopened,2026-06-10T23:00:00,Controller,Supporting evidence inconclusive on first pass,95000,Asteron India,Yes,Yes,Duplicate review,Exception
