sku_id,product_id,product_code,price,product_name,description,category,brand,rating
570,P00570,EL-00570,1080.37,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,4.2
571,P00571,EL-00571,850.14,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,3.6
572,P00572,FA-00572,1464.11,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.3
573,P00573,GR-00573,296.86,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.5
574,P00574,GR-00574,342.69,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.3
575,P00575,PE-00575,246.58,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,3.7
576,P00576,PE-00576,551.18,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,4.2
577,P00577,PE-00577,627.15,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,3.9
578,P00578,EL-00578,4032.23,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.4
579,P00579,GR-00579,84.91,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.5
580,P00580,EL-00580,128220.51,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,4.3
581,P00581,GR-00581,311.3,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.2
582,P00582,PE-00582,286.12,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,3.5
583,P00583,PE-00583,1716.38,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.0
584,P00584,EL-00584,2228.76,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,4.3
585,P00585,FA-00585,2821.8,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,3.8
586,P00586,PE-00586,737.71,"Pampers Baby Diapers, Pack of 2",Wetness indicator which turns from Yellow to Blue.,Personal Care,Pampers,4.1
587,P00587,GR-00587,51.51,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,3.7
588,P00588,PE-00588,300.82,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,3.5
589,P00589,GR-00589,601.97,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.6
590,P00590,GR-00590,63.06,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.7
591,P00591,EL-00591,137778.0,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,4.2
592,P00592,FA-00592,1421.91,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,3.6
593,P00593,PE-00593,162.18,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,4.0
594,P00594,EL-00594,16624.13,HP Smart Tank Printer,Integrated ink tanks and automated ink detection.,Electronics,HP,4.2
595,P00595,PE-00595,113.06,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,4.2
596,P00596,GR-00596,234.57,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,3.8
597,P00597,PE-00597,559.76,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,3.9
598,P00598,FA-00598,939.29,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.2
599,P00599,PE-00599,600.79,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,3.7
600,P00600,FA-00600,1130.08,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.2
601,P00601,PE-00601,496.29,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,4.7
602,P00602,PE-00602,712.51,"Pampers Baby Diapers, Pack of 2",Wetness indicator which turns from Yellow to Blue.,Personal Care,Pampers,4.1
603,P00603,PE-00603,347.44,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,4.6
604,P00604,EL-00604,1341.01,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,4.2
605,P00605,PE-00605,111.77,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,4.7
606,P00606,FA-00606,2391.04,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.6
607,P00607,EL-00607,216671.97,Dell XPS 15 Laptop,"15.6"" OLED UHD+ screen with high resolution and HDR support.",Electronics,Dell,3.9
608,P00608,PE-00608,636.68,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,4.6
609,P00609,FA-00609,2036.16,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.8
610,P00610,PE-00610,1650.63,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.5
611,P00611,FA-00611,1297.44,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.2
612,P00612,FA-00612,1579.36,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,3.5
613,P00613,EL-00613,228214.05,Dell XPS 15 Laptop,"15.6"" OLED UHD+ screen with high resolution and HDR support.",Electronics,Dell,4.1
614,P00614,PE-00614,1598.1,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.0
615,P00615,FA-00615,2858.39,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.7
616,P00616,FA-00616,1458.36,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,3.5
617,P00617,FA-00617,2523.49,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.1
618,P00618,GR-00618,90.77,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.5
619,P00619,PE-00619,367.42,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,4.5
620,P00620,FA-00620,3325.99,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.4
621,P00621,FA-00621,2652.33,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.4
622,P00622,FA-00622,2241.59,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.6
623,P00623,FA-00623,1872.92,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.1
624,P00624,FA-00624,3687.43,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,3.8
625,P00625,PE-00625,594.86,"Pampers Baby Diapers, Pack of 2",Wetness indicator which turns from Yellow to Blue.,Personal Care,Pampers,4.8
626,P00626,GR-00626,601.83,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.2
627,P00627,GR-00627,95.73,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.5
628,P00628,EL-00628,3163.21,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,3.6
629,P00629,GR-00629,272.22,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,4.0
630,P00630,FA-00630,1954.62,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.3
631,P00631,FA-00631,2226.5,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.1
632,P00632,EL-00632,4259.63,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,3.6
633,P00633,PE-00633,1960.42,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,3.5
634,P00634,PE-00634,1889.52,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.6
635,P00635,PE-00635,2369.24,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.1
636,P00636,PE-00636,663.66,"Pampers Baby Diapers, Pack of 2",Wetness indicator which turns from Yellow to Blue.,Personal Care,Pampers,4.8
637,P00637,EL-00637,20306.32,HP Smart Tank Printer,Integrated ink tanks and automated ink detection.,Electronics,HP,4.2
638,P00638,EL-00638,113094.75,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,4.3
639,P00639,PE-00639,352.65,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,3.8
640,P00640,PE-00640,465.0,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,3.9
641,P00641,GR-00641,246.35,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.4
642,P00642,GR-00642,333.56,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,4.7
643,P00643,EL-00643,3277.55,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.1
644,P00644,FA-00644,1204.82,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,3.9
645,P00645,GR-00645,75.98,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.3
646,P00646,PE-00646,192.35,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,3.8
647,P00647,FA-00647,4125.6,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,3.9
648,P00648,EL-00648,116784.84,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,4.6
649,P00649,GR-00649,78.52,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.6
650,P00650,PE-00650,203.47,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,4.5
651,P00651,GR-00651,608.03,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.1
652,P00652,GR-00652,676.04,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,3.8
653,P00653,EL-00653,4699.63,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.7
654,P00654,PE-00654,277.44,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,4.4
655,P00655,GR-00655,227.84,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,3.8
656,P00656,GR-00656,271.9,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,3.8
657,P00657,PE-00657,2184.17,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.0
658,P00658,FA-00658,1632.19,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,3.6
659,P00659,GR-00659,255.54,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,4.8
660,P00660,FA-00660,4255.67,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,3.7
661,P00661,PE-00661,585.21,"Pampers Baby Diapers, Pack of 2",Wetness indicator which turns from Yellow to Blue.,Personal Care,Pampers,3.8
662,P00662,GR-00662,745.71,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.8
663,P00663,PE-00663,471.8,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,3.8
664,P00664,EL-00664,4694.33,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,3.6
665,P00665,PE-00665,565.7,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,3.8
666,P00666,EL-00666,149767.71,"Apple iPhone 15 Pro (Black Titanium, 256 GB)","A17 Pro Chip, 6 Core Processor",Electronics,Apple,4.1
667,P00667,FA-00667,1865.72,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,3.9
668,P00668,GR-00668,96.5,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,3.6
669,P00669,FA-00669,1410.53,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.6
670,P00670,EL-00670,16550.89,Samsung Galaxy Buds 3 Pro,Crystal clear 24bit/96kHz studio quality sound.,Electronics,Samsung,4.3
671,P00671,GR-00671,338.7,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,3.9
672,P00672,EL-00672,15522.64,HP Smart Tank Printer,Integrated ink tanks and automated ink detection.,Electronics,HP,4.0
673,P00673,EL-00673,144365.93,"Apple iPhone 15 Pro (Black Titanium, 256 GB)","A17 Pro Chip, 6 Core Processor",Electronics,Apple,4.6
674,P00674,GR-00674,93.46,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,3.9
675,P00675,GR-00675,88.71,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,3.8
676,P00676,PE-00676,243.47,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,4.7
677,P00677,FA-00677,1841.2,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.4
678,P00678,EL-00678,223612.08,Dell XPS 15 Laptop,"15.6"" OLED UHD+ screen with high resolution and HDR support.",Electronics,Dell,4.5
679,P00679,EL-00679,141212.14,"Apple iPhone 15 Pro (Black Titanium, 256 GB)","A17 Pro Chip, 6 Core Processor",Electronics,Apple,3.7
680,P00680,PE-00680,2130.29,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.3
681,P00681,PE-00681,751.99,"Pampers Baby Diapers, Pack of 2",Wetness indicator which turns from Yellow to Blue.,Personal Care,Pampers,3.5
682,P00682,PE-00682,444.86,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,4.1
683,P00683,FA-00683,1965.64,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.8
684,P00684,GR-00684,284.2,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,3.9
685,P00685,PE-00685,304.54,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,3.6
686,P00686,EL-00686,1321.77,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,4.1
687,P00687,PE-00687,238.15,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,4.1
688,P00688,GR-00688,72.12,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,3.8
689,P00689,FA-00689,2545.78,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.4
690,P00690,EL-00690,134817.14,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,4.1
691,P00691,FA-00691,2719.86,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,3.9
692,P00692,FA-00692,1107.17,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.3
693,P00693,GR-00693,239.82,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.0
694,P00694,GR-00694,699.22,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.1
695,P00695,GR-00695,664.72,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.7
696,P00696,FA-00696,1264.4,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.5
697,P00697,GR-00697,283.57,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,4.7
698,P00698,FA-00698,1349.68,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.4
699,P00699,PE-00699,594.77,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,4.8
700,P00700,FA-00700,2237.0,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,3.9
701,P00701,GR-00701,233.21,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,3.6
702,P00702,EL-00702,21169.51,HP Smart Tank Printer,Integrated ink tanks and automated ink detection.,Electronics,HP,3.6
703,P00703,EL-00703,1413.72,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,4.4
704,P00704,FA-00704,1285.12,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.0
705,P00705,GR-00705,849.44,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,3.6
706,P00706,EL-00706,18724.31,Samsung Galaxy Buds 3 Pro,Crystal clear 24bit/96kHz studio quality sound.,Electronics,Samsung,4.3
707,P00707,FA-00707,3700.04,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,3.8
708,P00708,EL-00708,207424.45,Dell XPS 15 Laptop,"15.6"" OLED UHD+ screen with high resolution and HDR support.",Electronics,Dell,4.3
709,P00709,GR-00709,77.49,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,3.7
710,P00710,GR-00710,90.34,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.7
711,P00711,PE-00711,231.25,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,4.3
712,P00712,PE-00712,141.2,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,3.9
713,P00713,FA-00713,2277.82,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.2
714,P00714,EL-00714,16640.0,Samsung Galaxy Buds 3 Pro,Crystal clear 24bit/96kHz studio quality sound.,Electronics,Samsung,4.2
715,P00715,EL-00715,1484.18,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,3.8
716,P00716,PE-00716,356.1,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,4.5
717,P00717,EL-00717,3419.32,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,4.1
718,P00718,FA-00718,2275.88,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.2
719,P00719,GR-00719,221.41,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.3
720,P00720,PE-00720,702.18,"Pampers Baby Diapers, Pack of 2",Wetness indicator which turns from Yellow to Blue.,Personal Care,Pampers,3.9
721,P00721,EL-00721,3328.01,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.5
722,P00722,PE-00722,2419.81,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.0
723,P00723,EL-00723,3273.06,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,3.8
724,P00724,GR-00724,233.4,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.3
725,P00725,FA-00725,1470.0,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,3.6
726,P00726,EL-00726,3179.2,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,4.2
727,P00727,GR-00727,362.36,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,4.6
728,P00728,FA-00728,1113.52,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.5
729,P00729,PE-00729,531.19,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,4.0
730,P00730,EL-00730,18857.77,HP Smart Tank Printer,Integrated ink tanks and automated ink detection.,Electronics,HP,3.7
731,P00731,PE-00731,479.39,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,4.5
732,P00732,GR-00732,55.92,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,3.7
733,P00733,EL-00733,211562.82,Dell XPS 15 Laptop,"15.6"" OLED UHD+ screen with high resolution and HDR support.",Electronics,Dell,3.9
734,P00734,GR-00734,315.72,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.2
735,P00735,GR-00735,661.83,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.3
736,P00736,GR-00736,319.1,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,3.6
737,P00737,FA-00737,3933.46,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,3.6
738,P00738,EL-00738,133791.45,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,3.5
739,P00739,EL-00739,113430.67,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,4.7
740,P00740,FA-00740,2212.36,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,3.9
741,P00741,FA-00741,1366.81,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.1
742,P00742,FA-00742,1753.79,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.3
743,P00743,FA-00743,1331.1,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.7
744,P00744,GR-00744,292.45,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.0
745,P00745,GR-00745,781.22,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.6
746,P00746,PE-00746,324.38,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,3.6
747,P00747,EL-00747,4796.64,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.0
748,P00748,GR-00748,98.74,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,3.5
749,P00749,EL-00749,3982.4,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,3.8
750,P00750,PE-00750,1792.68,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.2
751,P00751,EL-00751,112969.81,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,4.3
752,P00752,FA-00752,2431.11,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,3.7
753,P00753,PE-00753,718.32,"Pampers Baby Diapers, Pack of 2",Wetness indicator which turns from Yellow to Blue.,Personal Care,Pampers,4.4
754,P00754,GR-00754,767.38,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.3
755,P00755,FA-00755,2192.73,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,3.7
756,P00756,FA-00756,3836.28,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.3
757,P00757,EL-00757,136340.68,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,4.2
758,P00758,EL-00758,147978.89,"Apple iPhone 15 Pro (Black Titanium, 256 GB)","A17 Pro Chip, 6 Core Processor",Electronics,Apple,4.2
759,P00759,PE-00759,517.35,"Pampers Baby Diapers, Pack of 2",Wetness indicator which turns from Yellow to Blue.,Personal Care,Pampers,4.5
760,P00760,EL-00760,3915.98,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,4.7
761,P00761,EL-00761,4890.99,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.0
762,P00762,PE-00762,532.74,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,4.1
763,P00763,GR-00763,859.01,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,3.5
764,P00764,GR-00764,310.89,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,3.8
765,P00765,GR-00765,284.82,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,4.7
766,P00766,GR-00766,363.09,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,3.7
767,P00767,FA-00767,2588.91,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,3.5
